INSERT INTO `students` (`id`, `degree_id`, `name`, `surname`, `date_of_birth`, `fiscal_code`, `enrolment_date`, `registration_number`, `email`) VALUES
('Kai', '1971-09-22'),
('Amedeo', '1971-09-17'),
('Antonio', '1971-09-08'),
('Vitalba', '1971-09-07'),
('Eriberto', '1971-09-04'),
('Erminia', '1971-09-03'),
('Guendalina', '1971-08-31'),
('Elga', '1971-08-28'),
('Lamberto', '1971-08-26'),
('Kristel', '1971-08-25'),
('Orfeo', '1971-08-25'),
('Siro', '1971-08-23'),
('Leone', '1971-08-22'),
('Rosalba', '1971-08-22'),
('Maristella', '1971-08-15'),
('Gilda', '1971-08-13'),
('Maria', '1971-08-11'),
('Marcella', '1971-08-09'),
('Isabel', '1971-08-08'),
('Ulrico', '1971-08-07'),
('Lia', '1971-08-07'),
('Rosalino', '1971-08-05'),
('Alessio', '1971-08-05'),
('Ethan', '1971-07-27'),
('Trevis', '1971-07-26'),
('Mercedes', '1971-07-25'),
('Egisto', '1971-07-24'),
('Helga', '1971-07-23'),
('Cosetta', '1971-07-21'),
('Luce', '1971-07-15'),
('Arduino', '1971-07-15'),
('Tommaso', '1971-07-12'),
('Ninfa', '1971-07-08'),
('Gianleonardo', '1971-07-07'),
('Demi', '1971-07-03'),
('Tancredi', '1971-07-01'),
('Tosca', '1971-06-30'),
('Sarita', '1971-06-29'),
('Concetta', '1971-06-29'),
('Kai', '1971-06-28'),
('Sue ellen', '1971-06-26'),
('Shaira', '1971-06-25'),
('Rita', '1971-06-22'),
('Lia', '1971-06-21'),
('Ruth', '1971-06-20'),
('Shaira', '1971-06-19'),
('Ione', '1971-06-19'),
('Modesto', '1971-06-17'),
('Raniero', '1971-06-11'),
('Giulietta', '1971-06-

////////////////////////////////////////////////////////////////

INSERT INTO `courses` (`name`, `period`, `year`) VALUES
('provident aut non', 'I semestre', 1),
('et doloremque omnis', 'I semestre', 1),
('nam nostrum et', 'I semestre', 1),
('ut animi adipisci', 'I semestre', 1),
('ut rem libero', 'I semestre', 1),
('soluta voluptatem at', 'I semestre', 1),
('impedit et eaque', 'I semestre', 1),
('perspiciatis quae eveniet', 'I semestre', 1),
('enim qui ea', 'I semestre', 1),
('earum aperiam nihil', 'I semestre', 1),
('odio odit id', 'I semestre', 1),
('officia esse maxime', 'I semestre', 1),
('corporis incidunt ex', 'I semestre', 1),
('quam repellat enim', 'I semestre', 1),
('et harum nulla', 'I semestre', 1),
('debitis vel pariatur', 'I semestre', 1),
('id id qui', 'I semestre', 1),
('molestias minima voluptates', 'I semestre', 1),
('ipsam atque animi', 'I semestre', 1),
('corporis consequatur labore', 'I semestre', 1),
('minima iste veniam', 'I semestre', 1),
('quis quasi eos', 'I semestre', 1),
('sint nulla ut', 'I semestre', 1),
('ut sit est', 'I semestre', 1),
('voluptas amet vitae', 'I semestre', 1),
('non aperiam ab', 'I semestre', 1),
('quia vero illum', 'I semestre', 1),
('est ab dolores', 'I semestre', 1),
('quibusdam dolor alias', 'I semestre', 1),
('temporibus voluptatem magni', 'I semestre', 1),
('deleniti et ullam', 'I semestre', 1),
('nihil aut voluptatem', 'I semestre', 1),
('eaque veritatis ea', 'I semestre', 1),
('soluta placeat asperiores', 'I semestre', 1),
('nesciunt esse natus', 'I semestre', 1),
('accusamus ducimus saepe', 'I semestre', 1),
('quae non voluptate', 'I semestre', 1),
('explicabo ab voluptas', 'I semestre', 1),
('ut voluptatibus neque', 'I semestre', 1),
('ullam ullam dignissimos', 'I semestre', 1),
('omnis aut ab', 'I semestre', 1),
('ratione aut quas', 'I semestre', 1),
('at id rerum', 'I semestre', 1),
('aliquid aut excepturi', 'I semestre', 1),
('fugit odio sapiente', 'I semestre', 1),
('eligendi temporibus sit', 'I semestre', 1),
('fugit dolorem voluptas', 'I semestre', 1),
('fuga et aut', 'I semestre', 1),
('officiis fugiat voluptatem', 'I semestre', 1),
('quia praesentium perferendis', 'I semestre', 1),
('et autem exercitationem', 'I semestre', 1),
('quo recusandae dignissimos', 'I semestre', 1),
('facere laboriosam quod', 'I semestre', 1),
('et modi aliquid', 'I semestre', 1),
('ut perferendis sunt', 'I semestre', 1),
('est tempora aliquid', 'I semestre', 1),
('illo qui culpa', 'I semestre', 1),
('numquam deserunt quasi', 'I semestre', 1),
('occaecati officiis aliquid', 'I semestre', 1),
('ad qui qui', 'I semestre', 1),
('ea et harum', 'I semestre', 1),
('distinctio quo praesentium', 'I semestre', 1),
('rerum sint voluptates', 'I semestre', 1),
('nihil vero voluptas', 'I semestre', 1),
('inventore reiciendis deserunt', 'I semestre', 1),
('aut ullam pariatur', 'I semestre', 1),
('fugit molestiae earum', 'I semestre', 1),
('nisi illum vitae', 'I semestre', 1),
('est magni explicabo', 'I semestre', 1),
('hic omnis dolore', 'I semestre', 1),
('non occaecati voluptatem', 'I semestre', 1),
('adipisci aliquam dolorum', 'I semestre', 1),
('est ab ratione', 'I semestre', 1),
('natus et hic', 'I semestre', 1),
('omnis rerum tenetur', 'I semestre', 1),
('officiis corrupti et', 'I semestre', 1),
('impedit nobis exercitationem', 'I semestre', 1),
('ex vero sunt', 'I semestre', 1),
('vel ut corporis', 'I semestre', 1),
('ut ea officia', 'I semestre', 1),
('officia dolor a', 'I semestre', 1),
('nisi error temporibus', 'I semestre', 1),
('ut fuga sapiente', 'I semestre', 1),
('eligendi corrupti tempore', 'I semestre', 1),
('est accusantium vitae', 'I semestre', 1),
('ipsa omnis temporibus', 'I semestre', 1),
('reprehenderit numquam et', 'I semestre', 1),
('qui quibusdam accusantium', 'I semestre', 1),
('ipsum dolor suscipit', 'I semestre', 1),
('est atque et', 'I semestre', 1),
('fugit debitis sapiente', 'I semestre', 1),
('iure impedit iusto', 'I semestre', 1),
('quia aspernatur dolorum', 'I semestre', 1),
('ducimus numquam rerum', 'I semestre', 1),
('unde voluptas delectus', 'I semestre', 1),
('et officia sunt', 'I semestre', 1),
('vel deleniti tempore', 'I semestre', 1),
('laboriosam ut iusto', 'I semestre', 1),
('consequatur ea ipsam', 'I semestre', 1),
('tenetur et itaque', 'I semestre', 1),
('minima est et', 'I semestre', 1),
('dolores facilis aliquid', 'I semestre', 1),
('sequi saepe iure', 'I semestre', 1),
('ipsam sed rem', 'I semestre', 1),
('vel beatae illum', 'I semestre', 1),
('et non molestiae', 'I semestre', 1),
('sapiente nihil et', 'I semestre', 1),
('aliquam voluptas reiciendis', 'I semestre', 1),
('minus facilis accusantium', 'I semestre', 1),
('voluptatibus dicta odit', 'I semestre', 1),
('amet dicta et', 'I semestre', 1),
('sit ipsum accusamus', 'I semestre', 1),
('distinctio numquam illum', 'I semestre', 1),
('ducimus sapiente at', 'I semestre', 1),
('et est porro', 'I semestre', 1),
('quos voluptatem quis', 'I semestre', 1),
('culpa quis expedita', 'I semestre', 1),
('aut enim nesciunt', 'I semestre', 1),
('voluptas nihil nesciunt', 'I semestre', 1),
('aut dolores ut', 'I semestre', 1),
('laboriosam fugit et', 'I semestre', 1),
('est aut qui', 'I semestre', 1),
('quibusdam nobis architecto', 'I semestre', 1),
('dolore enim eius', 'I semestre', 1),
('ut veritatis magnam', 'I semestre', 1),
('distinctio deleniti minus', 'I semestre', 1),
('dolor ab possimus', 'I semestre', 1),
('eius animi atque', 'I semestre', 1),
('est magni quos', 'I semestre', 1),
('facilis adipisci provident', 'I semestre', 1),
('totam illo non', 'I semestre', 1),
('dolor ea voluptatem', 'I semestre', 1),
('aperiam ut suscipit', 'I semestre', 1),
('dolorem voluptatem consequuntur', 'I semestre', 1),
('eaque vero sapiente', 'I semestre', 1),
('necessitatibus aut quis', 'I semestre', 1),
('et assumenda nihil', 'I semestre', 1),
('ex molestiae rerum', 'I semestre', 1),
('quam voluptatem nihil', 'I semestre', 1),
('labore sequi incidunt', 'I semestre', 1),
('qui doloremque dolorem', 'I semestre', 1),
('necessitatibus voluptas ut', 'I semestre', 1),
('deleniti nesciunt amet', 'I semestre', 1),
('velit esse soluta', 'I semestre', 1),
('tempore quod eum', 'I semestre', 1),
('qui quasi recusandae', 'I semestre', 1),
('incidunt et velit', 'I semestre', 1),
('est in officia', 'I semestre', 1),
('reiciendis totam quis', 'I semestre', 1),
('error nobis similique', 'I semestre', 1),
('dolor optio non', 'I semestre', 1),
('architecto accusamus dolores', 'I semestre', 1),
('adipisci ut suscipit', 'I semestre', 1),
('nemo esse placeat', 'I semestre', 1),
('magnam aut repellat', 'I semestre', 1),
('facere sit est', 'I semestre', 1),
('molestias autem similique', 'I semestre', 1),
('perspiciatis itaque rerum', 'I semestre', 1),
('ratione placeat vel', 'I semestre', 1),
('quis asperiores rem', 'I semestre', 1),
('saepe laudantium quia', 'I semestre', 1),
('et vero aspernatur', 'I semestre', 1),
('illum est ea', 'I semestre', 1),
('commodi esse voluptas', 'I semestre', 1),
('et nesciunt fugit', 'I semestre', 1),
('cumque omnis ullam', 'I semestre', 1),
('provident aspernatur aliquid', 'I semestre', 1),
('magni in perferendis', 'I semestre', 1),
('enim odit debitis', 'I semestre', 1),
('eligendi est rerum', 'I semestre', 1),
('sed nostrum consequuntur', 'I semestre', 1),
('odio et sed', 'I semestre', 1),
('ipsam qui quo', 'I semestre', 1),
('commodi praesentium repudiandae', 'I semestre', 1),
('aperiam nostrum sint', 'I semestre', 1),
('illo delectus repellendus', 'I semestre', 1),
('dolorum quos eum', 'I semestre', 1),
('rerum sed animi', 'I semestre', 1),
('labore tempora odit', 'I semestre', 1),
('quia omnis et', 'I semestre', 1),
('non rerum molestiae', 'I semestre', 1),
('sit aut aliquam', 'I semestre', 1),
('consequatur rerum asperiores', 'I semestre', 1),
('voluptatem consectetur voluptas', 'I semestre', 1),
('consequatur eius et', 'I semestre', 1),
('nihil in rem', 'I semestre', 1),
('sed est autem', 'I semestre', 1),
('nobis nesciunt fugit', 'I semestre', 1),
('eum pariatur quia', 'I semestre', 1),
('dolorem blanditiis nemo', 'I semestre', 1),
('veniam occaecati et', 'I semestre', 1),
('quia mollitia voluptates', 'I semestre', 1),
('excepturi blanditiis fugiat', 'I semestre', 1),
('sequi ut libero', 'I semestre', 1),
('est cum explicabo', 'I semestre', 1),
('iusto quibusdam et', 'I semestre', 1),
('est id hic', 'I semestre', 1),
('deleniti et consectetur', 'I semestre', 1),
('ullam voluptatem facere', 'I semestre', 1),
('et rem natus', 'I semestre', 1),
('error odio enim', 'I semestre', 1),
('quasi occaecati nulla', 'I semestre', 1),
('sint quam unde', 'I semestre', 1),
('nobis delectus veritatis', 'I semestre', 1),
('cupiditate dolor et', 'I semestre', 1),
('est omnis possimus', 'I semestre', 1),
('consequatur est numquam', 'I semestre', 1),
('provident nemo est', 'I semestre', 1),
('nihil omnis et', 'I semestre', 1),
('voluptatem perferendis repellendus', 'I semestre', 1),
('unde architecto pariatur', 'I semestre', 1),
('dolor quia ex', 'I semestre', 1),
('eveniet rerum minima', 'I semestre', 1),
('commodi laboriosam cumque', 'I semestre', 1),
('sit sint eveniet', 'I semestre', 1),
('amet quod repudiandae', 'I semestre', 1),
('voluptas dolores quos', 'I semestre', 1),
('et eos optio', 'I semestre', 1),
('rerum deserunt eaque', 'I semestre', 1),
('iusto fuga et', 'I semestre', 1),
('cupiditate ullam earum', 'I semestre', 1),
('nobis aut voluptas', 'I semestre', 1),
('autem aut occaecati', 'I semestre', 1),
('perspiciatis magnam dolores', 'I semestre', 1),
('sint et perferendis', 'I semestre', 1),
('iusto sed quas', 'I semestre', 1),
('at dolorem temporibus', 'I semestre', 1),
('doloribus iusto quia', 'I semestre', 1),
('numquam aspernatur nesciunt', 'I semestre', 1),
('nihil ipsa et', 'I semestre', 1),
('ipsam sit ut', 'I semestre', 1),
('consequatur et eum', 'I semestre', 1),
('voluptas consequatur sit', 'I semestre', 1),
('enim quae quos', 'I semestre', 1),
('distinctio rerum dolor', 'I semestre', 1),
('perspiciatis fuga praesentium', 'I semestre', 1),
('libero eius cum', 'I semestre', 1),
('magni vitae exercitationem', 'I semestre', 1),
('excepturi vero ad', 'I semestre', 1),
('ducimus voluptatibus asperiores', 'I semestre', 1),
('consequatur ut architecto', 'I semestre', 1),
('porro suscipit incidunt', 'I semestre', 1),
('soluta alias fugiat', 'I semestre', 1),
('doloremque aut nihil', 'I semestre', 1),
('consectetur eos voluptatum', 'I semestre', 1),
('rerum dolor quia', 'I semestre', 1),
('reprehenderit occaecati eum', 'I semestre', 1),
('facere explicabo quam', 'I semestre', 1),
('quidem deleniti omnis', 'I semestre', 1),
('ex quaerat commodi', 'I semestre', 1),
('tempore voluptates eaque', 'I semestre', 1),
('alias voluptates dignissimos', 'I semestre', 1),
('quos pariatur aliquid', 'I semestre', 1),
('culpa nulla aut', 'I semestre', 1),
('aliquam molestias sit', 'I semestre', 1),
('alias explicabo amet', 'I semestre', 1),
('at exercitationem libero', 'I semestre', 1),
('molestias animi vel', 'I semestre', 1),
('facilis magnam rem', 'I semestre', 1),
('quae inventore voluptatem', 'I semestre', 1),
('voluptas dicta qui', 'I semestre', 1),
('et provident culpa', 'I semestre', 1),
('quas cum vel', 'I semestre', 1),
('nostrum atque ipsa', 'I semestre', 1),
('minus consequatur culpa', 'I semestre', 1),
('dolor error porro', 'I semestre', 1),
('earum repellat et', 'I semestre', 1),
('molestiae aut sit', 'I semestre', 1),
('incidunt aperiam qui', 'I semestre', 1),
('eos quisquam dolores', 'I semestre', 1),
('magni magni omnis', 'I semestre', 1),
('rerum molestiae provident', 'I semestre', 1),
('voluptas sit aliquam', 'I semestre', 1),
('porro cupiditate qui', 'I semestre', 1),
('adipisci ut quis', 'I semestre', 1),
('quidem vero eaque', 'I semestre', 1),
('impedit vitae laboriosam', 'I semestre', 1),
('reprehenderit rerum eaque', 'I semestre', 1),
('quia totam sunt', 'I semestre', 1),
('quia non rerum', 'I semestre', 1),
('reiciendis dolorum labore', 'I semestre', 1),
('quaerat in qui', 'I semestre', 1),
('minus expedita et', 'I semestre', 1),
('consectetur aut est', 'I semestre', 1),
('distinctio rem quis', 'I semestre', 1),
('unde commodi qui', 'I semestre', 1);

/////////////////////////////////////////////////////////////////////////////////////////

-5

/////////////////////////////////////////////////////////////////////////////////////////

INSERT INTO `degrees` (`name`, `level`) VALUES
('Corso di Laurea Magistrale in Biologia evoluzionistica', 'magistrale'),
('Corso di Laurea Magistrale in Biologia marina', 'magistrale'),
('Corso di Laurea Magistrale in Biologia molecolare', 'magistrale'),
('Corso di Laurea Magistrale in Biologia sanitaria', 'magistrale'),
('Corso di Laurea Magistrale in Biotecnologie industriali', 'magistrale'),
('Corso di Laurea Magistrale in Scienze della natura', 'magistrale'),
('Corso di Laurea Magistrale in Astronomia', 'magistrale'),
('Corso di Laurea Magistrale in Fisica', 'magistrale'),
('Corso di Laurea Magistrale in Ingegneria Civile', 'magistrale'),
('Corso di Laurea Magistrale in Bioingegneria', 'magistrale'),
('Corso di Laurea Magistrale in Ingegneria dell\'Automazione', 'magistrale'),
('Corso di Laurea Magistrale in Ingegneria Elettronica', 'magistrale'),
('Corso di Laurea Magistrale in Ingegneria Informatica', 'magistrale'),
('Corso di Laurea Magistrale in Cybersecurity', 'magistrale'),
('Corso di Laurea Magistrale in Matematica', 'magistrale'),
('Corso di Laurea Magistrale in Informatica', 'magistrale'),
('Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie', 'magistrale'),
('Corso di Laurea Magistrale in Scienze e Tecniche dell\'Attività Motoria Preventiva e Adattata', 'magistrale'),
('Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria', 'magistrale'),
('Corso di Laurea Magistrale in Chimica', 'magistrale'),
('Corso di Laurea Magistrale in Chimica Industriale', 'magistrale'),
('Corso di Laurea Magistrale in Scienza dei Materiali', 'magistrale'),
('Corso di Laurea Magistrale in Scienze e Tecnologie per l\'Ambiente', 'magistrale'),
('Corso di Laurea Magistrale in Business Administration', 'magistrale'),
('Corso di Laurea Magistrale in Economics and Finance', 'magistrale'),
('Corso di Laurea Magistrale in Entrepreneurship and Innovation', 'magistrale'),
('Corso di Laurea Magistrale in Economia e Diritto', 'magistrale'),
('Corso di Laurea Magistrale in European and Global Studies', 'magistrale'),
('Corso di Laurea Magistrale in Human Rights and Multi-Level Governance', 'magistrale'),
('Corso di Laurea Magistrale in Innovazione e Servizio Sociale', 'magistrale'),
('Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia', 'magistrale'),
('Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche', 'magistrale'),
('Corso di Laurea Magistrale in Scienze Statistiche', 'magistrale'),
('Corso di Laurea Magistrale in Filologia Moderna', 'magistrale'),
('Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane', 'magistrale'),
('Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale', 'magistrale'),
('Corso di Laurea Magistrale in Linguistica', 'magistrale'),
('Corso di Laurea Magistrale in Strategie di Comunicazione', 'magistrale');


/////////////////////////////////////////////////////////////////////////////////////////////

INSERT INTO `departments` (`name`) VALUES
('Dipartimento di Biologia'),
('Dipartimento di Fisica e astronomia'),
('Dipartimento di Ingegneria civile, edile e ambientale'),
('Dipartimento di Ingegneria dell\'informazione'),
('Dipartimento di Matematica'),
('Dipartimento di Medicina'),
('Dipartimento di Neuroscienze'),
('Dipartimento di Scienze chimiche'),
('Dipartimento di Scienze economiche e aziendali'),
('Dipartimento di Scienze politiche, giuridiche e studi internazionali'),
('Dipartimento di Scienze statistiche'),
('Dipartimento di Studi linguistici e letterari');

//////////////////////////////////////////////////////////////////////////////////////

INSERT INTO `teachers` (`name`, `phone`) VALUES
('Gianantonio', NULL),
('Erminia', NULL),
('Arduino', NULL),
('Bernardo', NULL),
('Demis', NULL),
('Arduino', NULL),
('Lorenzo', NULL),
('Ione', NULL),
('Marvin', NULL),
('Michele', NULL),
('Clea', NULL),
('Rudy', NULL),
('Genziana', NULL),
('Cassiopea', NULL),
('Elsa', NULL),
('Gavino', NULL),
('Rufo', NULL),
('Guendalina', NULL),
('Vitalba', NULL),
('Vania', NULL),
('Penelope', NULL),
('Fulvio', NULL),
('Eliziario', NULL),
('Bibiana', NULL),
('Nabil', NULL),
('Nathan', NULL),
('Folco', NULL),
('Pablo', NULL),
('Cira', NULL),
('Timothy', NULL),
('Piersilvio', NULL),
('Eusebio', NULL),
('Giovanna', NULL),
('Felicia', NULL),
('Iacopo', NULL),
('Jarno', NULL),
('Maika', NULL),
('Ortensia', NULL),
('Kristel', NULL),
('Joey', NULL),
('Laerte', NULL),
('Felicia', NULL),
('Isira', NULL),
('Radames', NULL),
('Diamante', NULL),
('Piererminio', NULL),
('Sebastian', NULL),
('Kociss', NULL),
('Marina', NULL),
('Cristyn', NULL);







